           * c:\users\acer\esim-workspace\abdulmannan\abdulmannan.cir
           Transient Analysis  Tue Oct 04 13:04:27  2022
--------------------------------------------------------------------------------
Index   time                            i1              io              
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
2	2.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
3	4.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
4	8.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
5	1.600000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
6	3.200000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
7	6.400000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
8	1.000000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
9	1.064000e-03	0.000000e+00	3.200000e-01	3.200000e-01	
10	1.192000e-03	0.000000e+00	9.600000e-01	9.600000e-01	
11	1.448000e-03	0.000000e+00	2.240000e+00	2.240000e+00	
12	1.448002e-03	0.000000e+00	2.240010e+00	2.240010e+00	
13	1.448002e-03	0.000000e+00	2.240010e+00	2.240010e+00	
14	1.448002e-03	0.000000e+00	2.240012e+00	2.240012e+00	
15	1.448003e-03	0.000000e+00	2.240013e+00	2.240013e+00	
16	1.448003e-03	0.000000e+00	2.240015e+00	2.240015e+00	
17	1.448003e-03	0.000000e+00	2.240015e+00	2.240015e+00	
18	1.448003e-03	0.000000e+00	2.240016e+00	2.240016e+00	
19	1.448004e-03	0.000000e+00	2.240018e+00	2.240018e+00	
20	1.448004e-03	0.000000e+00	2.240021e+00	2.240021e+00	
21	1.448005e-03	0.000000e+00	2.240027e+00	2.240027e+00	
22	1.448008e-03	0.000000e+00	2.240040e+00	2.240040e+00	
23	1.448013e-03	0.000000e+00	2.240066e+00	2.240066e+00	
24	1.448023e-03	0.000000e+00	2.240117e+00	2.240117e+00	
25	1.448044e-03	0.000000e+00	2.240219e+00	2.240219e+00	
26	1.448085e-03	0.000000e+00	2.240424e+00	2.240424e+00	
27	1.448167e-03	0.000000e+00	2.240834e+00	2.240834e+00	
28	1.448331e-03	0.000000e+00	2.241653e+00	2.241653e+00	
29	1.448658e-03	0.000000e+00	2.243291e+00	2.243291e+00	
30	1.449314e-03	0.000000e+00	2.246568e+00	2.246568e+00	
31	1.450624e-03	0.000000e+00	2.253122e+00	2.253122e+00	
32	1.453246e-03	0.000000e+00	2.266229e+00	2.266229e+00	
33	1.458489e-03	0.000000e+00	2.292443e+00	2.292443e+00	
34	1.468974e-03	0.000000e+00	2.344872e+00	2.344872e+00	
35	1.489946e-03	0.000000e+00	2.449730e+00	2.449730e+00	
36	1.531889e-03	0.000000e+00	2.659445e+00	2.659445e+00	
37	1.615775e-03	0.000000e+00	3.078875e+00	3.078875e+00	
38	1.783547e-03	0.000000e+00	3.917736e+00	3.917736e+00	
39	2.000000e-03	0.000000e+00	5.000000e+00	5.000000e+00	
40	2.033554e-03	0.000000e+00	5.000000e+00	5.000000e+00	
41	2.100663e-03	0.000000e+00	5.000000e+00	5.000000e+00	
42	2.234881e-03	0.000000e+00	5.000000e+00	5.000000e+00	
43	2.503316e-03	0.000000e+00	5.000000e+00	5.000000e+00	
44	3.040187e-03	0.000000e+00	5.000000e+00	5.000000e+00	
45	4.113929e-03	0.000000e+00	5.000000e+00	5.000000e+00	
46	6.261413e-03	0.000000e+00	5.000000e+00	5.000000e+00	
47	1.055638e-02	0.000000e+00	5.000000e+00	5.000000e+00	
48	1.914631e-02	0.000000e+00	5.000000e+00	5.000000e+00	
49	3.632618e-02	0.000000e+00	5.000000e+00	5.000000e+00	
50	7.068592e-02	0.000000e+00	5.000000e+00	5.000000e+00	
51	1.394054e-01	0.000000e+00	5.000000e+00	5.000000e+00	
52	2.768444e-01	0.000000e+00	5.000000e+00	5.000000e+00	
53	5.517223e-01	0.000000e+00	5.000000e+00	5.000000e+00	
54	1.101478e+00	0.000000e+00	5.000000e+00	5.000000e+00	

Index   time                            i1              io              
--------------------------------------------------------------------------------
55	1.901478e+00	0.000000e+00	5.000000e+00	5.000000e+00	
56	2.502000e+00	0.000000e+00	5.000000e+00	5.000000e+00	
57	2.502100e+00	0.000000e+00	4.500000e+00	5.000000e+00	
58	2.502300e+00	0.000000e+00	3.500000e+00	5.000000e+00	
59	2.502700e+00	0.000000e+00	1.500000e+00	5.000000e+00	
60	2.503000e+00	0.000000e+00	0.000000e+00	5.000000e+00	
61	2.503080e+00	0.000000e+00	0.000000e+00	5.000000e+00	
62	2.503240e+00	0.000000e+00	0.000000e+00	5.000000e+00	
63	2.503560e+00	0.000000e+00	0.000000e+00	5.000000e+00	
64	2.504200e+00	0.000000e+00	0.000000e+00	5.000000e+00	
65	2.505480e+00	0.000000e+00	0.000000e+00	5.000000e+00	
66	2.508040e+00	0.000000e+00	0.000000e+00	5.000000e+00	
67	2.513160e+00	0.000000e+00	0.000000e+00	5.000000e+00	
68	2.523400e+00	0.000000e+00	0.000000e+00	5.000000e+00	
69	2.543880e+00	0.000000e+00	0.000000e+00	5.000000e+00	
70	2.584840e+00	0.000000e+00	0.000000e+00	5.000000e+00	
71	2.666760e+00	0.000000e+00	0.000000e+00	5.000000e+00	
72	2.830600e+00	0.000000e+00	0.000000e+00	5.000000e+00	
73	3.158280e+00	0.000000e+00	0.000000e+00	5.000000e+00	
74	3.813640e+00	0.000000e+00	0.000000e+00	5.000000e+00	
75	4.613640e+00	0.000000e+00	0.000000e+00	5.000000e+00	
76	5.001000e+00	0.000000e+00	0.000000e+00	5.000000e+00	
77	5.001100e+00	0.000000e+00	5.000000e-01	5.000000e+00	
78	5.001300e+00	0.000000e+00	1.500000e+00	5.000000e+00	
79	5.001700e+00	0.000000e+00	3.500000e+00	5.000000e+00	
80	5.002000e+00	0.000000e+00	5.000000e+00	5.000000e+00	
81	5.002080e+00	0.000000e+00	5.000000e+00	4.600000e+00	
82	5.002240e+00	0.000000e+00	5.000000e+00	3.800000e+00	
83	5.002560e+00	0.000000e+00	5.000000e+00	2.200000e+00	
84	5.003000e+00	0.000000e+00	5.000000e+00	2.772005e-12	
85	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
86	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
87	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
88	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
89	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
90	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
91	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
92	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
93	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
94	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
95	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
96	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
97	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
98	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
99	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
100	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
101	5.003000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
102	5.003001e+00	0.000000e+00	5.000000e+00	0.000000e+00	
103	5.003001e+00	0.000000e+00	5.000000e+00	0.000000e+00	
104	5.003003e+00	0.000000e+00	5.000000e+00	0.000000e+00	
105	5.003005e+00	0.000000e+00	5.000000e+00	0.000000e+00	
106	5.003010e+00	0.000000e+00	5.000000e+00	0.000000e+00	
107	5.003021e+00	0.000000e+00	5.000000e+00	0.000000e+00	
108	5.003042e+00	0.000000e+00	5.000000e+00	0.000000e+00	
109	5.003084e+00	0.000000e+00	5.000000e+00	0.000000e+00	
110	5.003168e+00	0.000000e+00	5.000000e+00	0.000000e+00	
111	5.003336e+00	0.000000e+00	5.000000e+00	0.000000e+00	
112	5.003671e+00	0.000000e+00	5.000000e+00	0.000000e+00	

Index   time                            i1              io              
--------------------------------------------------------------------------------
113	5.004342e+00	0.000000e+00	5.000000e+00	0.000000e+00	
114	5.005684e+00	0.000000e+00	5.000000e+00	0.000000e+00	
115	5.008369e+00	0.000000e+00	5.000000e+00	0.000000e+00	
116	5.013737e+00	0.000000e+00	5.000000e+00	0.000000e+00	
117	5.024475e+00	0.000000e+00	5.000000e+00	0.000000e+00	
118	5.045950e+00	0.000000e+00	5.000000e+00	0.000000e+00	
119	5.088899e+00	0.000000e+00	5.000000e+00	0.000000e+00	
120	5.174799e+00	0.000000e+00	5.000000e+00	0.000000e+00	
121	5.346597e+00	0.000000e+00	5.000000e+00	0.000000e+00	
122	5.690195e+00	0.000000e+00	5.000000e+00	0.000000e+00	
123	6.377390e+00	0.000000e+00	5.000000e+00	0.000000e+00	
124	7.177390e+00	0.000000e+00	5.000000e+00	0.000000e+00	
125	7.502000e+00	0.000000e+00	5.000000e+00	0.000000e+00	
126	7.502100e+00	0.000000e+00	4.500000e+00	0.000000e+00	
127	7.502300e+00	0.000000e+00	3.500000e+00	0.000000e+00	
128	7.502700e+00	0.000000e+00	1.500000e+00	0.000000e+00	
129	7.503000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
130	7.503080e+00	0.000000e+00	0.000000e+00	0.000000e+00	
131	7.503240e+00	0.000000e+00	0.000000e+00	0.000000e+00	
132	7.503560e+00	0.000000e+00	0.000000e+00	0.000000e+00	
